train_val_accuracy_list,training_accuracy_list,validation_accuracy_list,accuracy_list
0.017623066902160645,0.9967897534370422,0.9791666865348816,0.9735576923076924
0.012820541858673096,1.0,0.9871794581413269,0.9795673076923076
0.020825624465942383,0.995184600353241,0.9743589758872986,0.9771634615384616
-0.14946800470352173,0.7319422364234924,0.8814102411270142,0.9831730769230768
0.009610295295715332,0.9967897534370422,0.9871794581413269,0.9471153846153846
0.004787087440490723,0.9871588945388794,0.9823718070983887,0.9891826923076924
0.015979349613189697,0.971107542514801,0.9551281929016113,0.9831730769230768
0.017615318298339844,0.9919742941856384,0.9743589758872986,0.9579326923076924
0.006366550922393799,0.9727126955986023,0.9663461446762085,0.9831730769230768
0.007976830005645752,0.9775280952453613,0.9695512652397156,0.9735576923076924
-7.68899917602539e-06,0.995184600353241,0.995192289352417,0.9891826923076924
0.007992208003997803,0.9871588945388794,0.9791666865348816,0.9771634615384616
0.02075362205505371,0.9502407908439636,0.9294871687889099,0.9302884615384616
0.012812793254852295,0.995184600353241,0.9823718070983887,0.9675480769230768
-0.0032719969749450684,0.9582664370536804,0.9615384340286255,0.9903846153846154
0.04002290964126587,0.9743177890777588,0.9342948794364929,0.9831730769230768
-0.0514981746673584,0.8651685118675232,0.9166666865348816,0.9471153846153846
0.014381885528564453,0.9743177890777588,0.9599359035491943,0.9807692307692308
0.022430777549743652,0.9967897534370422,0.9743589758872986,0.986778846153846
0.009592235088348389,0.9855538010597229,0.9759615659713745,0.9783653846153846
0.004779398441314697,0.9823434948921204,0.9775640964508057,0.9699519230769232
-0.1334552764892578,0.7239165306091309,0.8573718070983887,0.9170673076923076
0.00959998369216919,0.9903692007064819,0.9807692170143127,0.9050480769230768
-0.05308014154434204,0.8780096173286438,0.9310897588729858,0.9855769230769232
0.006399989128112793,0.9935794472694397,0.9871794581413269,0.9903846153846154
0.017617881298065186,0.9935794472694397,0.9759615659713745,0.9675480769230768
0.014420509338378906,0.9983948469161987,0.9839743375778198,0.9723557692307692
0.01280510425567627,0.9903692007064819,0.9775640964508057,0.984375
-0.04018503427505493,0.9245585799217224,0.9647436141967773,0.9831730769230768
0.03026866912841797,0.8876404762268066,0.8573718070983887,0.966346153846154
0.17303061485290527,0.971107542514801,0.7980769276618958,0.9855769230769232
0.06085371971130371,0.9727126955986023,0.9118589758872986,0.9831730769230768
0.009589672088623047,0.9839486479759216,0.9743589758872986,0.9783653846153846
0.020810186862945557,0.9855538010597229,0.9647436141967773,0.981971153846154
-0.06108522415161133,0.8828250169754028,0.9439102411270142,0.8894230769230769
0.006376862525939941,0.9791332483291626,0.9727563858032227,0.9627403846153846
0.014412760734558105,0.9935794472694397,0.9791666865348816,0.9783653846153846
0.004792273044586182,0.9903692007064819,0.9855769276618958,0.9651442307692308
0.01922816038131714,0.9983948469161987,0.9791666865348816,0.939903846153846
0.012810230255126953,0.9935794472694397,0.9807692170143127,0.981971153846154
0.017628192901611328,1.0,0.9823718070983887,0.971153846153846
0.12658965587615967,0.9919742941856384,0.8653846383094788,0.981971153846154
0.04006153345108032,0.9983948469161987,0.9583333134651184,0.9302884615384616
-0.006471991539001465,0.961476743221283,0.9679487347602844,0.986778846153846
-0.01940310001373291,0.8924558758735657,0.9118589758872986,0.9795673076923076
0.014410197734832764,0.9919742941856384,0.9775640964508057,0.9615384615384616
0.011199951171875,0.9887640476226807,0.9775640964508057,0.9879807692307692
0.0015845894813537598,0.9887640476226807,0.9871794581413269,0.9831730769230768
0.017625629901885986,0.9983948469161987,0.9807692170143127,0.9723557692307692
0.006387114524841309,0.9855538010597229,0.9791666865348816,0.9783653846153846
0.07190960645675659,0.8715890645980835,0.7996794581413269,0.9783653846153846
0.011217951774597168,1.0,0.9887820482254028,0.9795673076923076
0.019225656986236572,0.9967897534370422,0.9775640964508057,0.986778846153846
-0.0305902361869812,0.9117174744606018,0.942307710647583,0.8449519230769231
-0.1494731903076172,0.7287319302558899,0.8782051205635071,0.8317307692307693
0.01440507173538208,0.9887640476226807,0.9743589758872986,0.984375
0.052843451499938965,0.9743177890777588,0.9214743375778198,0.9639423076923076
0.004807710647583008,1.0,0.995192289352417,0.9855769230769232
0.00959479808807373,0.9871588945388794,0.9775640964508057,0.9795673076923076
-0.05944406986236572,0.9069020748138428,0.9663461446762085,0.984375
-0.08511590957641602,0.8876404762268066,0.9727563858032227,0.9483173076923076
0.0031819939613342285,0.9855538010597229,0.9823718070983887,0.955528846153846
0.03843843936920166,0.9855538010597229,0.9471153616905212,0.9747596153846154
0.0064051151275634766,0.9967897534370422,0.9903846383094788,0.9747596153846154
0.012815415859222412,0.9967897534370422,0.9839743375778198,0.9855769230769232
-0.01767963171005249,0.9678972959518433,0.9855769276618958,0.9807692307692308
0.007997393608093262,0.9903692007064819,0.9823718070983887,0.9831730769230768
0.012820541858673096,1.0,0.9871794581413269,0.981971153846154
0.014389634132385254,0.9791332483291626,0.9647436141967773,0.9807692307692308
0.006387114524841309,0.9855538010597229,0.9791666865348816,0.986778846153846
0.009605109691619873,0.9935794472694397,0.9839743375778198,0.9639423076923076
-0.1526731252670288,0.7319422364234924,0.8846153616905212,0.9158653846153846
0.012820541858673096,1.0,0.9871794581413269,0.9807692307692308
0.017623066902160645,0.9967897534370422,0.9791666865348816,0.9483173076923076
0.023984432220458984,0.966292142868042,0.942307710647583,0.9855769230769232
0.020833313465118408,1.0,0.9791666865348816,0.9747596153846154
0.017625629901885986,0.9983948469161987,0.9807692170143127,0.971153846153846
-2.568960189819336e-05,0.9839486479759216,0.9839743375778198,0.9615384615384616
0.012810230255126953,0.9935794472694397,0.9807692170143127,0.9855769230769232
0.011217951774597168,1.0,0.9887820482254028,0.984375
0.016017913818359375,0.995184600353241,0.9791666865348816,0.9807692307692308
-0.022559404373168945,0.9229534268379211,0.9455128312110901,0.9807692307692308
-0.10619878768920898,0.7319422364234924,0.8381410241127014,0.9783653846153846
0.01921790838241577,0.9919742941856384,0.9727563858032227,0.9435096153846154
-0.13021153211593628,0.7479935884475708,0.8782051205635071,0.9735576923076924
-0.13506042957305908,0.7223113775253296,0.8573718070983887,0.9423076923076924
-0.006448864936828613,0.9759229421615601,0.9823718070983887,0.9651442307692308
0.019199907779693604,0.9807383418083191,0.9615384340286255,0.9831730769230768
0.020825624465942383,0.995184600353241,0.9743589758872986,0.984375
0.041512370109558105,0.903691828250885,0.8621794581413269,0.9759615384615384
0.04002809524536133,0.9775280952453613,0.9375,0.9831730769230768
0.022435903549194336,1.0,0.9775640964508057,0.981971153846154
0.006399989128112793,0.9935794472694397,0.9871794581413269,0.9579326923076924
0.012817919254302979,0.9983948469161987,0.9855769276618958,0.981971153846154
0.02082306146621704,0.9935794472694397,0.9727563858032227,0.986778846153846
-0.011395454406738281,0.8892455697059631,0.9006410241127014,0.8774038461538461
0.043251216411590576,0.9887640476226807,0.9455128312110901,0.9807692307692308
0.03040754795074463,0.9743177890777588,0.9439102411270142,0.9651442307692308
-0.017695128917694092,0.9582664370536804,0.9759615659713745,0.9675480769230768
0.009589672088623047,0.9839486479759216,0.9743589758872986,0.9495192307692308
